ID,precipitation (mm),electricity_shutdown
17521.0,0.05598160548118142,0
17522.0,0.022453209441723798,0
17523.0,-0.018036206895917395,0
17524.0,0.02801038205372164,0
17525.0,0.020886236293864935,0
17526.0,0.016013247317116064,0
17527.0,0.11831145371779797,0
17528.0,0.1256113542314061,0
17529.0,-0.0962585987578033,0
17530.0,0.0485770721254874,0
17531.0,0.09141916761543528,0
17532.0,0.1045758476795548,0
17533.0,0.17510788138951178,0
17534.0,8.31456337190177,0
17535.0,0.6724569564719507,0
17536.0,0.2393347990899854,0
17537.0,0.2537653265503911,0
17538.0,0.24880155967951156,0
17539.0,1.0292991061519192,0
17540.0,0.6334510021065589,0
17541.0,0.4575775228009175,0
17542.0,2.8258712734568046,0
17543.0,8.744621576277098,0
17544.0,1.44104120435225,0
17545.0,0.09529244212461946,0
17546.0,0.07989790390084756,0
17547.0,-0.010518775910235478,0
17548.0,0.06780020816472421,0
17549.0,1.832028444040101,0
17550.0,0.30404556367547425,0
17551.0,0.08242362925376973,0
17552.0,0.13718193971513082,0
17553.0,0.272157726912965,0
17554.0,0.011622726655560633,0
17555.0,0.20850529352226277,0
17556.0,1.0306269793805192,0
17557.0,0.08776612606744305,0
17558.0,0.1305464819198794,0
17559.0,2.47475748799652,0
17560.0,0.09096592171522172,0
17561.0,0.032395151186676074,0
17562.0,0.05161468502829458,0
17563.0,0.08382865925329308,0
17564.0,0.0868653644431554,0
17565.0,0.032216494502676996,0
17566.0,0.013526564589288637,0
17567.0,0.07574277538880603,0
17568.0,0.03940758773571024,0
17569.0,0.031090861448346885,0
17570.0,0.01432527981925702,0
17571.0,0.021996957772787706,0
17572.0,0.027891809419640257,0
17573.0,0.017678869738606384,0
17574.0,0.31278425242274793,0
17575.0,0.16421600398074185,0
17576.0,0.10013505264416223,0
17577.0,-0.0451692819980663,0
17578.0,0.055889866043588865,0
17579.0,0.17148188402559433,0
17580.0,1.8513148411321814,0
17581.0,3.1076944972055247,0
17582.0,0.5494196546946264,0
17583.0,0.4715393210330714,0
17584.0,6.728328530538913,0
17585.0,0.42699485549055577,0
17586.0,0.12878855812430606,0
17587.0,0.12113905834806249,0
17588.0,0.5207549819019939,0
17589.0,1.8108426428345596,0
17590.0,0.23330184569944185,0
17591.0,0.0668571392344236,0
17592.0,0.13923203158016592,0
17593.0,0.06060504563411556,0
17594.0,0.022135024883906507,0
17595.0,0.04120234119056737,0
17596.0,-0.02981077790217951,0
17597.0,-0.03538423742890723,0
17598.0,-0.01187350892536898,0
17599.0,-0.014779506752638505,0
17600.0,0.1488975374046991,0
17601.0,0.7296801094835799,0
